Offer from,Category,Show offers with VIN number,Has registration number,Vehicle brand,Vehicle model,Version,Generation,Year of production,Mileage,Engine capacity,Fuel type,Power,Gearbox,Range,Drive,Battery capacity,Battery ownership type,CO2 emissions,Particulate filter,City fuel consumption,Body type,Number of doors,Number of seats,Color,Metallic,Color type,Right-hand drive (Anglik),Country of origin,Leasing,VAT margin,VAT invoice,Manufacturer warranty period,Financing possibility,First registration,Registered in Poland,First owner,Accident-free,Serviced at authorized service center,Condition,ABS,Apple CarPlay,Android Auto,Rear side airbags,Driver side airbag,CD,Central locking,Electric front windows,Electrically adjustable passenger seat,Electrically adjustable mirrors,Immobilizer,Driver airbag,Passenger airbag,Factory radio,Power steering,Alarm,Alloy wheels,ASR (traction control),Rear cross-traffic alert,Parking assistant,City emergency braking assistant,Brake Assist,Active lane change assistant,Traffic jam assistant,Active speed limit recognition,Blind spot assistant (sensor),Adaptive headlights,Intersection collision prevention assistant,Lane keeping assistant,Automatic descent control,Front side airbags,Digital key,Rain sensor,Blind spot sensor,Dusk sensor,Front parking sensors,Rear parking sensors,Panoramic roof,Electrically operated roof,Internet access,Dynamic cornering lights,Gear shift lever finished in leather,Touchscreen,Electrochromic side mirrors,Electrochromic rearview mirror,Electric rear windows,Electrically adjustable seats,Electric parking brake,Electronic brake force distribution system,Electronic tire pressure control,Electronic suspension adjustment,Electrically adjustable driver's seat,ESP,Alloy wheels from 21 inches,Alloy wheels 19 inches,Ventilated front seats,Front seats with massage function,Fast charging function,AUX socket,SD card socket,USB socket,Tow hitch,Ceramic composite brakes,HUD (Head-Up Display),Bluetooth interface,Isofix,Charging cable,360 panoramic camera,Reversing camera,Rear parking camera,Side mirror camera,Steering wheel audio controls,Leather steering wheel,Multifunction steering wheel,Sports steering wheel,Heated steering wheel,Automatic air conditioning,Four-zone air conditioning,Automatic air conditioning: 3-zone,Dual-zone air conditioning,"Automatic air conditioning, dual-zone",Automatic air conditioning: 4 or more zones,Manual air conditioning,Rear passenger air conditioning,On-board computer,Traction control,Distance control from the preceding vehicle,Rear distance control (parking),Front distance control (parking),Front air curtains,Rear air curtains,Keyless Go,Keyless entry,Lane assist - lane change control,LED taillights,LED headlights,Bi-xenon headlights,Xenon headlights,Cornering lights,Fog lights,LED fog lights,Electrically adjustable side mirrors,Electrically folding side mirrors,Wireless device charging,Gear shift paddles,MP3,GPS navigation,Independent parking system,DVD player,Speed limiter,Auxiliary heating,Heated rear seats,Runflat tires,Summer tires,All-season tires,Home lighting feature,LED interior lighting,Adaptive lighting,Park Assistant - parking assistant,Heated front windshield,Heated side mirrors,Heated front seats,Heated rear seats.1,Front armrests,Rear armrests,Knee airbag,Front side airbags.1,Rear side airbags.1,Central airbag,Driver's knee airbag,Passenger's knee airbag,Rear seat belt airbags,Heated passenger seat,Tinted windows,Tinted rear windows,Non-factory radio,Radio,Adjustable suspension,Electric lumbar support adjustment - driver,Electric lumbar support adjustment - passenger,Roof rails,Manually retractable side window blinds,Memory seat,Sports seats - front,Headlight washers,Voice-controlled vehicle functions,Collision mitigation system,Brake assist system,Collision warning system,Route break recommendation system,Accident notification system,Start/Stop system,Satellite navigation system,Energy recovery system,Sound system,Emergency braking system for pedestrian protection,Traffic sign recognition system,Sunroof,Electric sliding and tilting glass sunroof,Daytime running lights,LED lights,LED daytime running lights,Fog lights.1,Xenon lights,Leather upholstery,Alcantara upholstery,Velour upholstery,Cruise control,Active cruise control,Adaptive cruise control (ACC),TV tuner,Keyless engine start,Multifunction steering wheel.1,Wipers,Hill Holder - uphill assist,Head-Up display,CD changer,Sports suspension,Comfort suspension,Air suspension,Adjustable suspension.1,External wrapping,Hands-free kit,Paddle shifters,Price,Price details,Currency,URL path,ID,Epoch
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Qashqai,1.5 dCi Acenta,II (2013-2021),2015,225 000 km,1 461 cm3,Diesel,110 KM,Manualna,,Na przednie koła,,,99 g/km,,4 l/100km,SUV,5.0,5.0,Biały,,Metalik,,Polska,,,,,,,Tak,,Tak,,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,51000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-nissan-qashqai-acenta-nc-1-5-dci-110km-2wd-diesel-ID6FEjU4.html,663e56152477b916ed8744d52e821cc0a845b7ec,1689328030
Firmy,Osobowe,Tak,Tak,Nissan,Juke,1.0 DIG-T N-Connecta,II (2019-),2020,21 036 km,999 cm3,Benzyna,114 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Szary,,Metalik,,Polska,,Tak,,,,,,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,83333,,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-salon-pl-ID6FE0rM.html,39b63d58ee5ec96579541dbd086a34839b2d2dad,1689328030
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Qashqai,1.6 DCi N-Connecta EU6,II (2013-2021),2016,155 000 km,1 598 cm3,Diesel,130 KM,Manualna,,Na przednie koła,,,116 g/km,,5 l/100km,SUV,5.0,5.0,Brązowy,,,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,65000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-pierwszy-wlasciciel-bezwypadkowy-aso-salon-polska-faktura-vat-ID6FFbB2.html,c4db2f5576631fb6f3e848c18c7f9594c82c2b08,1689328029
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Qashqai,1.6 DCi Acenta Xtronic,II (2013-2021),2014,92 200 km,1 598 cm3,Diesel,130 KM,Automatyczna,,Na przednie koła,,,,,5 l/100km,SUV,5.0,5.0,Czarny,,Metalik,,Polska,,,,,,,Tak,,Tak,,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,58000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-2014-automat-1-wlasciciel-1-6-diesel-salon-pl-ID6Fz9Fo.html,9a3803856b4741ec01448202c8743a3a6d2b6ce7,1689328030
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,X-Trail,2.0 XE,I (2001-2007),2008,202 000 km,1 997 cm3,Benzyna,141 KM,Manualna,,4x4 (dołączany ręcznie),,,208 g/km,,11 l/100km,SUV,5.0,5.0,Szary,,Metalik,,Polska,,,,,,,,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,29999,,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-x-trail-2-0-141km-4x4-salon-polski-i-wl-ID6FEiqQ.html,a189138ecee798d4f811ac5addf1aad11e0afa93,1689328030
Osoby prywatnej,Osobowe,Tak,,Nissan,Micra,1.2 Acenta,K13 (2010-2016),2015,144 000 km,1 198 cm3,Benzyna,80 KM,Manualna,,Na przednie koła,,,115 g/km,,6 l/100km,Kompakt,5.0,5.0,Biały,,,,Polska,,,,,,,,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,22900,,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-micra-polski-salon-2015r-144-000km-klimatyzacja-tempomat-faktura-vat-23-ID6FF9IV.html,5b6e3f345396bfaa2aa946a13bb3dadff40e8a34,1689328031
Firmy,Osobowe,Tak,,Nissan,Qashqai,1.3 DIG-T mHEV N-Connecta Xtronic,III (2021-),2021,18 200 km,1 332 cm3,Benzyna,158 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Czarny,,Metalik,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,139900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-3-mild-hybrid-automat-n-connecta-dostepny-do-reki-ID6Fhctf.html,0bfe7dec0fdfbada695e4c1df45b5e1a5266c228,1689328031
Firmy,Osobowe,Tak,,Nissan,Qashqai,1.3 DIG-T mHEV N-Connecta,III (2021-),2022,8 900 km,1 332 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Niebieski,,Perłowy,,Polska,,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,127900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-n-connecta-pakiet-zimowy-2022-dostepny-od-reki-ID6FgQDO.html,465a8afe0b60546726a9b944466114cebbf74d07,1689328031
Firmy,Osobowe,Tak,,Nissan,Qashqai,,III (2021-),2022,32 970 km,1 332 cm3,Benzyna,158 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Szary,,Perłowy,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,137900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-3-mhev-158-km-270-nm-automat-krajowy-serwisowany-ID6FspFT.html,05d305a2aa65b134d1fd26f00e21f78f6dc707bf,1689328031
Firmy,Osobowe,Tak,,Nissan,Qashqai,1.2 DIG-T Acenta EU6,II (2013-2021),2018,52 241 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,,,6 l/100km,SUV,5.0,5.0,Szary,,Perłowy,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,77800,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-2-dig-t-acenta-tylko-52-tys-km-kamera-climatronic-salon-pl-aso-ID6FF8OT.html,118a1a2ac972f2175762862b769c87b326bcb0fd,1689328032
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Micra,0.9 IG-T Acenta,K14 (2017-),2017,99 500 km,898 cm3,Benzyna,90 KM,Manualna,,Na przednie koła,,,,,,Kompakt,5.0,5.0,Inny kolor,,,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,48500,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-micra-pierwszy-wlasciciel-kamera-cofania-apple-carplay-bezwypadkowy-ID6FBHw3.html,666082590f30f5462cca53272fcfc523747fca6f,1689328032
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Juke,1.6 Tekna CVT,I (2010-2019),2013,100 400 km,1 598 cm3,Benzyna,117 KM,Automatyczna,,Na przednie koła,,,145 g/km,,8 l/100km,SUV,5.0,5.0,Bordowy,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,44900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-salon-pl-pelen-serwis-maly-oryginalny-przebieg-ID6FF6Qb.html,5cfd9491b10f9fc8903f44fa67b282f6c2878328,1689328034
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Juke,1.2 DIG-T Acenta,I (2010-2019),2016,79 487 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,,,6 l/100km,SUV,5.0,5.0,Biały,,Perłowy,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,52900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-1-wlasciciel-salon-polskanissan-juke-f15-1-2-dig-t-115km-acenta-2016-ID6FsMm0.html,334ee7eaa1ba3927b54527bcd148d21bc594440f,1689328035
Osoby prywatnej,Osobowe,Tak,,Nissan,Qashqai,1.6 DCi 4x4 Visia,II (2013-2021),2014,178 000 km,1 598 cm3,Diesel,130 KM,Manualna,,4x4 (dołączany automatycznie),,,,Tak,5 l/100km,SUV,5.0,5.0,Bordowy,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,57900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-nissan-qashqai-2014-ID6FDs1j.html,1b16f24dd515980929aacf782fa901bd39e5178f,1689328036
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Qashqai,1.2 DIG-T Tekna+,II (2013-2021),2017,144 000 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,129 g/km,,6 l/100km,SUV,5.0,5.0,Szary,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,67900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-salon-pl-1wl-100-bezwypadkowy-full-led-panorama-kamera-360-pol-skora-ID6FF0kh.html,baff15f7d81614460141acb6ee41de74f5f9ca88,1689328037
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Qashqai,1.6 DCi Tekna Xtronic,II (2013-2021),2014,149 750 km,1 598 cm3,Diesel,130 KM,Automatyczna,,Na przednie koła,,,122 g/km,Tak,5 l/100km,SUV,5.0,5.0,Biały,,Perłowy,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,64400,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-pierwszy-wlasciciel-kupiony-w-polsce-w-salonie-garazowany-ID6FEZMh.html,e12896d500f92bd01c8d72124a6f9b399fc0b38a,1689328037
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Note,,I (2005-2013),2007,312 300 km,1 386 cm3,Benzyna,88 KM,Manualna,,Na przednie koła,,,,,,Kompakt,5.0,5.0,Srebrny,,,,Polska,,,,,,,Tak,,Tak,,Używane,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-note-nissan-note-1-4-2007-ID6FEYeb.html,404459c728bdad702c3a0cb70dc6d44b62707190,1689328037
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Qashqai,,II (2013-2021),2016,128 500 km,1 197 cm3,Benzyna,115 KM,Automatyczna,,Na przednie koła,,,129 g/km,,6 l/100km,SUV,5.0,5.0,Bordowy,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,54900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-bogata-wersja-ID6FEXxC.html,429362a8f24eb62830e36d1c870449a808af6fcc,1689328037
Firmy,Osobowe,Tak,,Nissan,Qashqai,1.3 DIG-T N-Connecta DCT,II (2013-2021),2021,66 850 km,1 332 cm3,Benzyna,158 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Szary,,Metalik,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,109900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-n-connecta-160-km-automat-7dct-krajowy-serwisowany-ID6Fx763.html,183d60d2f6d6383e9f73b43bb2b96daa92088057,1689328040
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Pathfinder,2.5 D SE,,2007,371 400 km,2 488 cm3,Diesel,171 KM,Manualna,,4x4 (dołączany automatycznie),,,264 g/km,,12 l/100km,SUV,5.0,5.0,Zielony,,Metalik,,Polska,,,,,,,Tak,,Tak,,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,28900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-pathfinder-ogloszenie-prywatne-hak-reduktor-led-bar-lift-opony-at-wl-od-9-lat-ID6FEUus.html,f5bae2c8564a8ce926b80149586b90d2efc7b91a,1689328041
